Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
210162,2021,11/23/2021,Middletown,19 GOODYEAR AVE,122840,249000.0,0.4933,Residential,Single Family,,,,POINT (-72.651402975 41.553008012)
21090,2021,8/19/2022,Deep River,WINTHROP RD,96140,525000.0,0.18312381,Vacant Land,,28 - Use Assessment,FOREST LAND/OFF GRID CABIN,,POINT (-72.486845796 41.362809842)
1600438,2016,7/6/2017,New Milford,233 SECOND HILL RD,193410,85900.0,2.251571595,Single Family,Single Family,14 - Foreclosure,FORECLOSURE SALE,,
200187,2020,11/19/2020,New Haven,272 FRONT ST,152110,421500.0,0.360877817,Residential,Three Family,,,,
190023,2019,12/20/2019,Bethany,850 LITCHFIELD TPKE,212160,270000.0,0.7858,Single Family,Single Family,,,,
190931,2019,9/14/2020,Middletown,187 EAST MAIN ST,255610,444873.0,0.574568472,,,,,,
200726,2020,7/30/2021,Glastonbury,122 KONGSCUT VALLEY TRL,458600,750000.0,0.6114,Residential,Single Family,,,,POINT (-72.49196 41.69286)
210519,2021,8/15/2022,Newington,66 LAMP LIGHTER LN,173750,305000.0,0.5696,Residential,Single Family,25 - Other,PROBATE SALE,,POINT (-72.711537011 41.663936005)
160101,2016,3/23/2017,Stafford,64 EAST ST,125440,165000.0,0.760242424,Single Family,Single Family,,,,
161121,2016,6/29/2017,Norwalk,6 CARYNS WAY,285480,536250.0,0.532363636,Condo,Condo,,UNIT B,,
190851,2019,9/9/2020,Southington,5 VILLAGE RD,92880,215000.0,0.432,Condo,Condo,,,,
20176,2020,5/12/2021,Thompson,10 DENIS DR,127200,285000.0,0.4463,Residential,Single Family,,,,
2100236,2021,8/10/2022,Weston,40 RAVENWOOD DRIVE,305520,829900.0,0.36814074,Residential,Single Family,07 - Change in Property,,RENOVATIONS - SEE PREVIOUS SALE #210045,POINT (-73.365265025 41.23748099)
200090,2020,11/23/2020,Vernon,11 CORREIA WAY,248590,425000.0,0.5849,Residential,Single Family,,,,POINT (-72.47523 41.84142)
190806,2019,9/9/2020,Norwich,136 HUNTERS RD #55,16700,30000.0,0.5567,Single Family,Single Family,,,,
160764,2016,4/28/2017,Waterbury,155 ORANGE ST,46600,35000.0,1.331428571,Three Family,Three Family,25 - Other,ESTATE SALE,,
160040,2016,1/24/2017,Somers,21 BOBOLINK LN,193800,257000.0,0.754085603,Single Family,Single Family,,,,
20219,2020,6/4/2021,Winchester,320 COLEBROOK RD,148120,220000.0,0.6732,Residential,Single Family,,,,
17200,2017,6/4/2018,Darien,10 FAIRFIELD AVE,484890,911000.0,0.5322,Single Family,Single Family,,,,
200173,2020,12/7/2020,South Windsor,1008 TWIN CIRCLE DR,79000,138000.0,0.5724,Residential,Condo,,,,
200060,2020,12/2/2020,Colchester,63 TAYLOR RD,345100,599900.0,0.5752,Residential,Single Family,,,,POINT (-72.35462 41.54716)
170149,2017,12/18/2017,Torrington,115 CONCORD RD,85290,90000.0,0.947666667,Single Family,Single Family,,,,
160376,2016,7/17/2017,Wethersfield,83 MT LAUREL DR,61900,73000.0,0.847945205,Condo,Condo,25 - Other,only 1 buyer at complex-bought 7,,POINT (-72.65675 41.6838)
21248,2021,6/14/2022,Stafford,75 E MAIN ST,94640,205000.0,0.4616,Residential,Single Family,,,,POINT (-72.294340482 41.956211904)
170205,2017,9/10/2018,New Fairfield,2 FLORA ST,157900,347000.0,0.455,Single Family,Single Family,07 - Change in Property,IMPROVED AFTER SALE,,
190244,2019,2/18/2020,Enfield,17 FREW TERR,129320,212000.0,0.61,Single Family,Single Family,,,,
170022,2017,10/4/2017,Manchester,97 BISSELL STREET,112900,73000.0,1.546575342,Two Family,Two Family,14 - Foreclosure,,,POINT (-72.51601 41.7726)
160562,2016,4/19/2017,Hamden,855 WOODIN ST,156870,223000.0,0.703452915,Single Family,Single Family,,,,
210010,2021,10/19/2021,North Branford,37 ST MONICA DR,284300,624900.0,0.4549,Residential,Single Family,,,,POINT (-72.801088008 41.387496018)
2100622,2021,8/15/2022,New Milford,6 TWO RIVERS LN,298390,421557.0,0.7078,Residential,Single Family,01 - Family,FAMILY TRANSFER,,POINT (-73.424407986 41.588329017)
190022,2019,10/8/2019,Manchester,113 GLENWOOD STREET,147300,224000.0,0.6576,Single Family,Single Family,,,,
200100,2020,3/18/2021,Woodstock,RED CEDAR RD,27300,36500.0,0.7479,Vacant Land,,,,,
201256,2020,3/12/2021,Waterbury,206 WALL ST,58670,130000.0,0.4513,Residential,Single Family,,,,
200490,2020,6/1/2021,Groton,1425 NORTH RD,138320,380000.0,0.364,Residential,Single Family,,,,POINT (-72.02725 41.39202)
16060,2016,1/23/2017,Burlington,15 CHARLES PLACE,221340,215000.0,1.029488372,Single Family,Single Family,25 - Other,SENDING SALES VERIFICATION,,
210726,2021,2/2/2022,Middletown,325 CARRIAGE CROSSING,46880,98000.0,0.4783,Residential,Condo,,,,POINT (-72.709639617 41.585335061)
19155,2019,9/22/2020,Lebanon,490 GOSHEN HILL RD,157710,255000.0,0.6185,Single Family,Single Family,,,,
200061,2020,12/31/2020,Mansfield,224 MANSFIELD CITY RD,152800,264000.0,0.5787,Residential,Single Family,,,,
160611,2016,6/19/2017,Meriden,13 TWISS AVE,72940,159000.0,0.458742138,Single Family,Single Family,,,,POINT (-72.78175 41.54679)
171299,2017,5/7/2018,Bridgeport,2825 FAIRFIELD AVE UNIT 44 APT,650770,60000.0,10.84616667,,,08 - Part Interest,COOP BRIDGEPORT GARDENS APT,,POINT (-73.22632 41.15759)
190072,2019,7/15/2020,Goshen,34 BENJAMIN LANE,275490,565000.0,0.4876,Single Family,Single Family,,,,
16397,2016,7/14/2017,Ridgefield,680 DANBURY RD,231140,600000.0,0.3852,,,03 - Inter Corporation,,,
211632,2021,9/12/2022,Norwalk,49 STUART AVE D,146990,290000.0,0.5068,Residential,Condo,,,,POINT (-73.424596998 41.10883399)
200023,2020,10/19/2020,Suffield,6 ARBOR WAY,372960,488600.0,0.7633,Residential,Single Family,,,,
1800442,2018,4/26/2019,East Haven,200 TYLER ST,3121410,500000.0,6.24282,,,06 - Portion of Property,PORTION OF PROPERTY,,
160208,2016,9/7/2017,Thompson,79 SAND DAM RD,225100,325000.0,0.692615385,Single Family,Single Family,01 - Family,,,
200235,2020,2/17/2021,New Canaan,290 MAIN ST,918470,1395000.0,0.6584,Residential,Single Family,,,,
210606,2021,3/14/2022,New Britain,70 OSGOOD AVE,95410,180000.0,0.53,Residential,Single Family,,,,POINT (-72.790663015 41.684378)
210538,2021,2/17/2022,New Britain,75 CLARK ST,287490,850000.0,0.3382,Apartments,,,,,POINT (-72.779431014 41.673929999)
160203,2016,7/17/2017,New Fairfield,11 MARGERIE DR,234500,345000.0,0.679710145,Single Family,Single Family,,,,
2100111,2021,11/22/2021,New Milford,48 COLONIAL RIDGE DR,227800,459000.0,0.496296296,Residential,Single Family,,SALES RATIO,,POINT (-73.494378018 41.638153019)
200186,2020,11/9/2020,Danbury,18 EDGEWOOD ST,145700,295000.0,0.4938,Residential,Single Family,,G14306,,POINT (-73.47457 41.39231)
180024,2018,10/16/2018,Southbury,312 A HERITAGE VILLAGE,114440,166500.0,0.6873,Condo,Condo,,,,
170171,2017,12/11/2017,Southington,35 HOMESDALE AV,106760,179900.0,0.5934408,Single Family,Single Family,,,,
210435,2021,11/24/2021,Waterbury,65 PEMBERTON ST,37750,142000.0,0.2658,Residential,Two Family,09 - Tax,,,POINT (-73.032835979 41.549642008)
211042,2021,7/21/2022,Hamden,206 TOWNE HOUSE RD U206,46690,91000.0,0.513,Residential,Condo,,,,POINT (-72.924422013 41.376322983)
170064,2017,5/25/2018,Woodbridge,32 NETTLETON DR,556290,525000.0,1.0596,Single Family,Single Family,,,,
21276,2021,6/13/2022,Bethel,73 JUNIPER ROAD #4,82530,158000.0,0.5223,Residential,Condo,,,,POINT (-73.412346008 41.377398004)
21336,2021,8/31/2022,Wilton,44 VILLAGE WALK,173810,351000.0,0.4951,Residential,Condo,,,,POINT (-73.430854233 41.187152207)
167239,2016,5/30/2017,Bridgeport,643 PEARL HARBOR ST,112200,115100.0,0.974804518,Two Family,Two Family,14 - Foreclosure,,,
160610,2016,9/1/2017,Glastonbury,6 UPLANDS WAY,135000,241000.0,0.560165975,Condo,Condo,,,,
210348,2021,6/28/2022,Simsbury,52 SUNSET HILL ROAD,250820,510000.0,0.4918,Residential,Single Family,,,,POINT (-72.855196964 41.825823999)
19095,2019,6/11/2020,Lebanon,1342 EXETER RD,255890,439000.0,0.5829,Single Family,Single Family,,,,
21095,2021,2/3/2022,Old Saybrook,5 ROCKY POINT RD,478400,700000.0,0.6834,Residential,Single Family,,,,POINT (-72.35392898 41.321623983)
180473,2018,4/2/2019,Fairfield,148 SHOREHAM VILLAGE DRIVE,403340,473200.0,0.8523,Single Family,Single Family,14 - Foreclosure,,,
160787,2016,6/22/2017,Stratford,795 CHICKADEE LN,196140,320000.0,0.6129375,Single Family,Single Family,,,,
190188,2019,12/2/2019,Norwalk,20 MOREHOUSE LN,561110,350000.0,1.603171429,Single Family,Single Family,25 - Other,5-63-144-0,"ESTATE SALE BELOW MARKET - RESOLD 2/7/2020 $450,000 WITH NO RENOVATIONS - SEE #190460",
180400,2018,3/12/2019,New Britain,"214A, 214B, 216A + 216B GLEN S",90860,250000.0,0.3634,Condo,Condo,,,,
19712,2019,9/9/2020,East Hartford,110 WICKAM DR,111930,220000.0,0.5088,Single Family,Single Family,,,,
200075,2020,12/7/2020,Cromwell,120 COUNTY LINE DR,16680230,49000000.0,0.3404,Commercial,,25 - Other,AMAZON BLDG,,
2020150,2020,3/9/2021,Old Saybrook,12 SEA BREEZE RD,209500,400000.0,0.5237,Residential,Single Family,,,,
200829,2020,5/25/2021,Bristol,116-122 HIGH ST,106190,140000.0,0.7585,Apartments,,14 - Foreclosure,FORECLOSURE SALE OUT OF BANK,,
190136,2019,7/14/2020,Prospect,9 GIOVANNI DR,278140,460000.0,0.6047,Single Family,Single Family,,,,
21198,2021,4/6/2022,Plainfield,56 HIGH MEADOW DR,133210,140750.0,0.94642984,Residential,Single Family,08 - Part Interest,PART INTEREST,,POINT (-71.890322981 41.673026011)
170605,2017,6/5/2018,Hamden,65 BOOTH TR,161980,253700.0,0.6384,Single Family,Single Family,,,,
211412,2021,5/3/2022,Waterbury,152 FAIRLAWN AVE,80290,185001.0,0.4339,Residential,Two Family,14 - Foreclosure,,,POINT (-73.004058978 41.546767015)
190134,2019,4/7/2020,Plymouth,89 S MAIN ST,146260,188500.0,0.7759,Single Family,Single Family,,,,
210565,2021,7/26/2022,Windsor,247 BOUNTY WAY,96180,110000.0,0.8743,Residential,Condo,25 - Other,COMPARABLES SELLING FOR MORE,,POINT (-72.666342963 41.903181002)
190451,2019,2/14/2020,New Haven,164 PEAT MEDOW RD,86800,120000.0,0.7233,Single Family,Single Family,03 - Inter Corporation,,,
2000470,2020,11/30/2020,Stamford,427 STRAWBERRY HILL AVENUE,295630,491000.0,0.602,Residential,Single Family,,,,
2100270,2021,3/29/2022,Wethersfield,36 CRYSTAL ST,153320,280000.0,0.5475,Residential,Single Family,,,,POINT (-72.689313988 41.713285005)
190341,2019,1/6/2020,Norwalk,20 AMBLER DR,226930,345000.0,0.6578,Single Family,Single Family,,5-5-203-0,,
190006,2019,10/2/2019,Milford,167 CLARK ST,97170,140000.0,0.6941,Condo,Condo,,,,
170574,2017,7/31/2018,Enfield,87 WEST SHORE DR,135580,230000.0,0.5894,Single Family,Single Family,,,,
201705,2020,6/1/2021,Waterbury,67 BYRNESIDE AVE,84420,151000.0,0.559,Residential,Single Family,25 - Other,ESTATE LIQUIDATION,,
170640,2017,7/17/2018,Southington,190 NORTH STAR DR,295290,219450.0,1.3455,Single Family,Single Family,18 - In Lieu Of Foreclosure,IN LIEU OF FORECLOSURE,,
2000129,2020,10/16/2020,Stamford,3 EAST CROSS ROAD,537520,730000.0,0.7363,Residential,Single Family,,,,
160901,2016,4/3/2017,Stamford,32 HOBBIE STREET UNIT A,327290,535000.0,0.611757009,Condo,Condo,,,,POINT (-73.51199 41.04931)
210262,2021,12/30/2021,West Haven,153 WASHINGTON AVE,195790,407500.0,0.4804,Residential,Single Family,,,,POINT (-72.943566028 41.262487979)
190160,2019,1/9/2020,South Windsor,67 CINNAMON SPRINGS,75000,127800.0,0.5869,Condo,Condo,,,,
190300,2019,2/7/2020,Greenwich,11 WAHNETA RD,1205470,1825000.0,0.6605,Single Family,Single Family,,,,POINT (-73.56417 41.01864)
218127,2021,5/3/2022,Middletown,39 RISING TRAIL DR,75050,190000.0,0.395,Residential,Condo,,,,POINT (-72.702103853 41.595531106)
190183,2019,12/17/2019,Southington,194 WEST MAIN ST,105710,185000.0,0.5714,Single Family,Single Family,,,,
170059,2017,12/12/2017,Bloomfield,8 SHARON ST,137550,207450.0,0.663,Single Family,Single Family,,,,
180278,2018,12/28/2018,Bristol,95 DEBRA LN,123200,120500.0,1.0224,Single Family,Single Family,14 - Foreclosure,FORECLOSURE SALE OUT OF BANK'S NAME,,
180143,2018,4/1/2019,Plainville,12 WOODSIDE LANE,113400,125900.0,0.9007,Single Family,Single Family,14 - Foreclosure,,,
180344,2018,10/11/2018,Griswold,386 RIXTOWN RD,148610,214900.0,0.691530945,Single Family,Single Family,,,,
190317,2019,8/4/2020,New Canaan,45 HEATHER DR,1637650,2120000.0,0.7725,Single Family,Single Family,,,,POINT (-73.45582 41.14839)
190920,2019,4/9/2020,Waterbury,173 SPRINGLAKE RD,123640,147000.0,0.8411,Two Family,Two Family,25 - Other,ESTATE LIQUIDATION,,
20230,2020,6/14/2021,Winchester,202 OLD NEW HARTFORD RD,107730,94300.0,1.1424,Residential,Single Family,14 - Foreclosure,,,POINT (-73.04887 41.91099)
190168,2019,12/4/2019,Middletown,762 LONG HILL RD,86690,160000.0,0.5418,Condo,Condo,,,,
180356,2018,5/31/2019,Trumbull,68 ORIOLE LANE,218260,375000.0,0.582,Single Family,Single Family,,,,
190002,2019,10/3/2019,Winchester,78-80 ROCKWELL ST,77210,25000.0,3.0884,Two Family,Two Family,25 - Other,,"PER MLS HOUSE IN VERY POOR CONDITION, SUBJECT TO RELEASE OF LIENS BY STATE AND TOWN",
17603,2017,6/18/2018,East Hartford,16 GREENLAWN ST.,81570,69000.0,1.182173913,Single Family,Single Family,07 - Change in Property,flipped property,,
201535,2020,9/16/2021,Danbury,306 LARSON DR,171500,315000.0,0.5444,Residential,Condo,,C15019-20,,
170103,2017,4/3/2018,New Fairfield,7 MADELINE,577700,762000.0,0.7581,Single Family,Single Family,,,,
1800619,2018,6/18/2019,East Haven,17 JILLSON DR,133040,229900.0,0.5786,Single Family,Single Family,,,,POINT (-72.878 41.25129)
210432,2021,1/14/2022,Bristol,176 MORNINGSIDE DR WEST,82390,175000.0,0.4708,Residential,Single Family,,,,POINT (-72.907921985 41.687191008)
190067,2019,2/14/2020,Litchfield,3 DICKINSON CT,136430,199500.0,0.6839,Condo,Condo,10 - A Will,,,
18381,2018,9/27/2019,Montville,156 OAK LN & OAK LN,107190,189900.0,0.5644,Single Family,Single Family,25 - Other,CONSERVATOR'S DEED/ 2 PARCELS,,
191020,2019,8/3/2020,Fairfield,1690&1700 FAIRFIELD BEACH ROAD,440590,1050000.0,0.4196,Single Family,Single Family,,,,
172667,2017,11/13/2017,Shelton,10 ISINGLASS RD,227500,366000.0,0.621584699,Single Family,Single Family,,,,
212106,2021,8/22/2022,Bridgeport,307 SELTSAM RD,131898,351000.0,0.3757,Residential,Single Family,,,,POINT (-73.185061986 41.213107003)
180568,2018,7/1/2019,Southington,256 BRISTOL ST,138350,250000.0,0.5534,Two Family,Two Family,,,,
160329,2016,2/22/2017,Meriden,97 DANA LA,126000,232000.0,0.543103448,Single Family,Single Family,,,,
180010,2018,11/19/2018,North Canaan,22 BRAGG ST,125500,157000.0,0.7993,Single Family,Single Family,,,,
190103,2019,2/24/2020,Suffield,445 BABBS RD,276790,299900.0,0.9229,Single Family,Single Family,,,,
200423,2020,4/15/2021,Glastonbury,42 TALCOTT RD,162900,290000.0,0.5617,Residential,Single Family,,,,POINT (-72.60535 41.69358)
170116,2017,4/2/2018,Ellington,5 QUARTER HORSE DR,462890,590000.0,0.7845,Single Family,Single Family,25 - Other,SALE FROM RELOCATION COMPANY,,POINT (-72.44341 41.89338)
20349,2020,1/20/2021,Hartford,206 BLUE HILLS AVE,67340,156000.0,0.4316,Residential,Two Family,10 - A Will,,,
190035,2019,7/6/2020,Morris,38 MARSH POINT,134560,250000.0,0.5382,Single Family,Single Family,,,,POINT (-73.21575 41.70543)
160577,2016,7/11/2017,Watertown,255 MORRO ST,220100,339900.0,0.647543395,Single Family,Single Family,,,,
161023,2016,4/19/2017,Bridgeport,69 MINTURN RD,131630,247000.0,0.53291498,Single Family,Single Family,,,,
180747,2018,8/29/2019,Southington,30-19 PROSPERITY CT,172590,295000.0,0.585,Condo,Condo,,,,
190083,2019,12/3/2019,Newington,76 CROWN RDG,140360,185000.0,0.7587,Condo,Condo,,,,
17449,2017,4/2/2018,Hartford,627 GARDEN ST,52675,220000.0,0.2394,Three Family,Three Family,,,,POINT (-72.68222 41.7877)
171468,2017,6/7/2018,Bridgeport,85 STAPLES ST,118450,183000.0,0.6472,Single Family,Single Family,,,,
200945,2020,6/21/2021,Bristol,155 REDSTONE HILL RD UN 33,68880,140000.0,0.492,Residential,Condo,,,,POINT (-72.90838 41.65753)
210762,2021,3/21/2022,Danbury,2 HAKIM ST,133800,170000.0,0.787,Residential,Single Family,,G14048,,POINT (-73.473125032 41.394718998)
200984,2020,4/22/2021,Milford,32 SPICEBUSH LN,229390,389000.0,0.5896,Residential,Condo,,,,
16321,2016,6/16/2017,Newtown,71 RIVERSIDE ROAD,256910,462500.0,0.555481081,Single Family,Single Family,,,,
17094,2017,11/6/2017,Monroe,97 WILLIAMSBURG DR,194800,270000.0,0.721481481,Single Family,Single Family,,,,
200034,2020,11/3/2020,Coventry,1391 BOSTON TPK,121800,175750.0,0.693,Residential,Single Family,,,,
21081,2021,9/19/2022,Barkhamsted,24 AQUATIC RD,82870,193000.0,0.4293,Residential,Single Family,,"1930 Cottage, 656 SFLA, 0.12 AC Beach Rights",,POINT (-73.035535958 41.888901005)
190482,2019,4/28/2020,Manchester,517 HARTFORD ROAD,118300,172000.0,0.6878,Single Family,Single Family,14 - Foreclosure,SALE OF FORECLOSURE,,
180484,2018,6/13/2019,Griswold,130 & 135 COAL PIT HILL RD,238280,335000.0,0.7112,,,,2 PCS OF VAC LAND,,
160086,2016,1/23/2017,Coventry,123 LAKEWOOD DR,97800,122500.0,0.798367347,Single Family,Single Family,,,,
200017,2020,10/2/2020,Norwalk,10 EAST MEADOW LN,435180,645000.0,0.6746,Residential,Single Family,,5-13-217-0,,
21121,2021,4/7/2022,Burlington,102 ROCK RD,338980,750000.0,0.4519,Residential,Single Family,,,,POINT (-72.990037982 41.766614989)
200277,2020,1/12/2021,Norwich,85 NEW LONDON TPKE,88500,103900.0,0.8517,Residential,Single Family,14 - Foreclosure,,,POINT (-72.09604 41.54276)
200345,2020,1/7/2021,New Haven,129 LIVINGSTON ST,429870,650000.0,0.661338462,Residential,Three Family,,,,
180172,2018,5/1/2019,Ledyard,3 OSPREY DR,186760,238000.0,0.7847,Single Family,Single Family,,,,
18953,2018,9/18/2019,Hartford,25 ELLIOTT ST,61040,210000.0,0.2906,Three Family,Three Family,,,,
210889,2021,5/18/2022,Bristol,168 PARK ST,115570,275000.0,0.4202,Residential,Three Family,,,,POINT (-72.95605498 41.672833018)
190110,2019,5/18/2020,Hebron,168 JONES ST,148070,185000.0,0.8004,Single Family,Single Family,,,,
170987,2017,9/10/2018,Hamden,340 RUSSO DR,145670,241760.0,0.6025,Single Family,Single Family,,,,POINT (-72.94033 41.4308)
2100232,2021,1/18/2022,New Milford,2 WEST ARTS,134750,160000.0,0.8421875,Residential,Single Family,,SALES RATIO,GOOD SALE PER MLS,POINT (-73.41279121 41.575985067)
210358,2021,9/15/2022,Cromwell,107 EVERGREEN ROAD,62740,92000.0,0.681956522,Vacant Land,,,,,POINT (-72.67390702 41.611110982)
17027,2017,12/12/2017,Marlborough,26 LAUREL LN,222460,340000.0,0.654294118,Single Family,Single Family,,,,
190179,2019,9/9/2020,Brooklyn,301 SOUTH ST,112700,281900.0,0.3998,Single Family,Single Family,,,,
170154,2017,8/31/2018,Litchfield,105 NORTH SHORE RD,129030,185000.0,0.6974,Single Family,Single Family,,,,
211004,2021,6/28/2022,New Haven,634 WOODWARD AV,139615,200000.0,0.698,Residential,Two Family,,,,POINT (-72.89597903 41.286202982)
181077,2018,8/6/2019,Stratford,369-371 HENRY AVE,168420,280000.0,0.6015,Two Family,Two Family,,,,
19115,2019,3/11/2020,Colchester,51 HAYWARD AVE,212800,385000.0,0.5527,,,25 - Other,& 53 HAYWARD AVE - MULTI PARCELS,,
190014,2019,1/8/2020,Bethlehem,330 CRANE HOLLOW RD,343900,413000.0,0.8327,Single Family,Single Family,14 - Foreclosure,,,
200001,2020,10/2/2020,Cromwell,3 NORTHBRIDGE,460040,670000.0,0.6866,Residential,Single Family,,,,POINT (-72.63512 41.63182)
210228,2021,2/22/2022,Newington,49 HARVEST CT,272400,440000.0,0.619,Residential,Condo,,,,POINT (-72.697544011 41.691368004)
160645,2016,5/18/2017,Danbury,928 OLD PASTURE DR,175500,323009.0,0.543328514,Condo,Condo,07 - Change in Property,NEW CONSTRUCTION / B15002-928,,
180192,2018,1/4/2019,Shelton,9 OVERLOOK PL,210600,340000.0,0.6194,Single Family,Single Family,,,,
200214,2020,8/18/2021,Westbrook,305 HORSE HILL RD,129470,205000.0,0.6315,Residential,Single Family,01 - Family,CONVENTIONAL,,POINT (-72.49132 41.30051)
170060,2017,7/5/2018,Bolton,99 CIDER MILL RD,159700,101000.0,1.5811,Single Family,Single Family,14 - Foreclosure,SALE BY USA AFTER FORECLOSURE,,
17738,2017,8/15/2018,East Hartford,16 OLMSTED ST.,144610,101000.0,1.4317,Three Family,Three Family,14 - Foreclosure,,,
161036,2016,6/15/2017,Norwalk,7 BYSELLE RD,351890,492500.0,0.714497462,Single Family,Single Family,,,,
170254,2017,2/8/2018,Wallingford,3 LAUREL VIEW,35800,58000.0,0.6172,Single Family,Single Family,,MOBILE HOME,,
200093,2020,11/13/2020,East Haven,47 FLORENCE ST,95610,175000.0,0.5463,Residential,Single Family,,,,
19394,2019,4/22/2020,East Hartford,421 TOLLAND ST #201,47510,54786.0,0.8672,Condo,Condo,14 - Foreclosure,SALE OF FORECLOSED HOME,,
191050,2019,9/23/2020,Greenwich,15 OLD ORCHARD ROAD,1576190,2080000.0,0.7578,Single Family,Single Family,,,,
190224,2019,1/13/2020,Shelton,185 CANAL ST,30208150,64750000.0,0.4665,,,,,,
20135,2020,3/1/2021,Winchester,450 MAIN STREET,210980,295000.0,0.715186441,Commercial,,25 - Other,SENT SALES VERIFICATION,,
160780,2016,9/29/2017,Wallingford,146 NORTH ST,213600,346000.0,0.61734104,Single Family,Single Family,,,,
210374,2021,1/6/2022,New Haven,508 CHAPEL ST,257740,510000.0,0.5053,Residential,Two Family,,,,POINT (-72.915434014 41.303548995)
2020364,2020,9/27/2021,Ansonia,12 RESERVIOR DR,150400,307000.0,0.4899,Residential,Single Family,,,,POINT (-73.06518 41.33115)
180035,2018,10/4/2018,Waterbury,12 DONALD TERR,51840,105000.0,0.493714286,Single Family,Single Family,07 - Change in Property,,RENOVATIONS PER MLS,
20052,2020,10/29/2020,Bethel,6 DANISKA DRIVE,217210,345000.0,0.6295,Residential,Single Family,,,,
